# ----------------------------------------
# All Web Site Data
# Drupal-Side Statistics with Chuck
# 20200201-20200229
# ----------------------------------------

Drupal-Side Stats (Content Group),Pageviews
lenox-memorial-hospital-collection,15
margaret-hort-trudeau-sanatorium-photograph-collection,15
n-triple-scene,15
plattekill-historical-society,15
plattekill-ny-history-collection,15
spaceflight,15
suny-schenectady-county-community-college-50th-anniversary-collection,15
university-rochester-memorial-art-gallery,15
walter-t-shirley-collection,15
bard-college-archives-and-special-collections,14
collection_type/yearbooks?page=2,14
erieville-nelson-heritage-society,14
field_alpha_sort/C?page=4,14
field_alpha_sort/C?page=7,14
gar-wood-collection,14
grems-doolittle-library-25th-anniversary,14
harrisville-central-school-yearbooks,14
historic-postcards-east-rockaway-ny,14
hospital-good-shepherd,14
hudson-river-night-boat-collection,14
longwood-public-library,14
nyack-library-local-history-collection,14
plainview-old-bethpage-public-library,14
rudolf-steiner-library-anthroposophical-society-america,14
saranac-inn-photograph-collection,14
scarsdale-high-school-yearbooks,14
thomas-r-bayles-collection,14
westinghouse-family-papers,14
collection_type/yearbooks?page=1,13
collection_type/yearbooks?page=4,13
early-records-sacarissa-lodge-independent-order-odd-fellows,13
fayetteville-free-library,13
field_alpha_sort/A,13
field_alpha_sort/C?page=1,13
field_alpha_sort/C?page=11,13
field_alpha_sort/C?page=2,13
historic-photographs-new-rochelle,13
hudson-valley-community-college,13
ithaca-college-photographs,13
joseph-scala-collection,13
levittown-public-library,13
maria-college,13
nanuet-ny-history-collection,13
newburgh-historical-society,13
nyh_topic/agriculture,13
nyh_topic/agriculture?page=3,13
oceanside-library,13
octagon-houses-collection,13
plattsburgh-normal-school,13
rochester-homeopathic-genesee-hospital-collection,13
roosevelt-vanderbilt-historical-association,13
saranac-lake-free-library,13
saugerties-public-library,13
schenectady-new-york-street-scenes,13
smithtown-library,13
tomkins-cove-ny-history-collection,13
tuxedo-park-historic-postcards,13
union-college-aaron-j-feingold-judaica-collection,13
wantagh-preservation-society,13
city-hudson-postcards-collection,12
civil-war-collection,12
collection_type/yearbooks?page=3,12
field_alpha_sort/B?page=1,12
field_alpha_sort/B?page=3,12
field_alpha_sort/C?page=6,12
fort-plain-free-library,12
geneva-historical-society-postcard-collection,12
glen-cove-public-library-photograph-collection,12
gordon-muck-collection,12
lily-dale-postcards,12
long-beach-public-library,12
longwood-historic-photographs,12
Manhasset-Public-Library,12
maxwell-memorial-library,12
network-religious-communities,12
nyh_topic/geography-maps,12
nyh_topic/work-labor,12
personalities,12
plainview-old-bethpage-public-library-local-history-photograph-collection,12
potsdam-normal-magazine,12
rondout-reservoir-collection,12
seversky,12
st-lawrence-county-historical-association,12
town-henrietta,12
1909-hudson-fulton-celebration-postcards,11
antique-boat-museum,11
bowers-collection,11
chautauqua-cattaraugus-library-system-james-prendergast-library,11
civil-war-letters,11
clarkson-university-history-collection,11
clarkstown-country-club,11
collection_type/yearbooks?page=5,11
ernie-simon-collection,11
farmingdale-public-library,11
field_alpha_sort/B?page=10,11
field_alpha_sort/C?page=3,11
field_alpha_sort/D,11
field_alpha_sort/K,11
frank-estabrook-collection,11
general-electric-photographs,11
guilderland-central-school-district-collection,11
huntington-historical-maps,11
huntington-memorial-library,11
martha-blow-wadsworth-photograph-collection,11
massapequa-library-history-collection,11
niagara-county-community-college-yearbooks,11
nyh_topic/business-industry,11
nyh_topic/education,11
old-sand-hole-church,11
orange-county-community-college-library,11
potsdam-railroad-1850-2000,11
reminiscent-history-north-collins,11
robert-e-hager-canal-boat-diagrams,11
rochester-civic-garden-center,11
safe-haven,11
saratoga-springs-public-library,11
spencerport-high-school-yearbooks,11
stamford-village-library,11
suffern-ny-history-collection,11
university-rochester-medical-center-highland-hospital,11
verne-morton-photograph-collection,11
ward-manor-collection,11
winston-c-perry-jr-collection,11
brentwood-public-library,10
canisius-college-andrew-l-bouwhuis-library,10
chittenango-landing-historic-photograph-collection,10
colton-photographs,10
county-atlas-ulster-new-york,10
east-meadow-public-library,10
field_alpha_sort/1,10
field_alpha_sort/C?page=12,10
field_alpha_sort/C?page=16,10
field_alpha_sort/C?page=20,10
field_alpha_sort/C?page=5,10
field_alpha_sort/C?page=9,10
field_alpha_sort/O?page=3,10
field_alpha_sort/Y,10
franklin-d-roosevelt-library,10
gold-coast-historic-postcards,10
haverstraw-ny-history-collection,10
houghton-college-willard-j-houghton-library,10
john-scott-postcard-collection,10
joseph-jacques-ramée-architectural-plans-union-college,10
liberator,10
liberty-high-school-yearbooks,10
locust-historical-collection,10
lydia-sayer-hasbrouck-dress-reform-collection,10
manhasset-public-library,10
margaret-woodbury-strong-papers-1897-1969,10
max-reinhardt-collection,10
moffat-library-washingtonville,10
nazareth-college,10
new-york-state-womens-suffrage-exhibition-collection,10
newburgh-1916-assessment-photographs,10
nyh_topic/transportation,10
onondaga-community-college-yearbooks,10
patterson-historical-society-digital-collection,10
paul-smiths-college-collection,10
plattsburgh-barracks,10
rochester-public-library,10
rockville-centre-historic-school-photographs,10
rockville-centre-library-history,10
sally-ploof-hunter-memorial-library-yearbooks,10
sand-pumpings,10
second-mohonk-conference-negro-question-1891,10
siena-college-archives-historic-photographs-collection,10
state-reservation-niagara,10
stedman-and-moses-collection-glass-plate-negatives,10
steinmetz-digital-collection-schenectady,10
ticonderoga-historical-society,10
ticonderoga-pulp-and-paper-company-photograph-collection,10
tugboats-workhorses-hudson,10
university-rochester-medical-center-edward-g-miner-library,10
war-1812-letters-young-mens-association,10
west-nyack-ny-history-collection,10
william-k-sanford-town-library,10
adirondack-map-collection,9
american-and-foreign-anti-slavery-reporter,9
atari-coin-op-division-corporate-records-1969-2002,9
blue-point-fire-department-collection,9
broome-county-public-library,9
buffalo-municipal-housing-authority-report-maps,9
chapter-activities-central-new-york-chapter-nrhs,9
field_alpha_sort/B?page=4,9
field_alpha_sort/C?page=10,9
field_alpha_sort/C?page=15,9
field_alpha_sort/M?page=6,9
field_alpha_sort/S?page=3,9
field_alpha_sort/S?page=4,9
fort-plain-street-fair,9
garden-city-general-collection,9
general-electric-historical-documents,9
hammond-central-school-yearbooks,9
historic-huguenot-street-photographs-and-portraits,9
hobart-and-william-smith-colleges,9
hofstra-buildings-collection,9
hudson-fulton-celebration-1909,9
j-n-adam-memorial-hospital,9
jeffersonian-yearbooks-collection,9
john-s-apperson-jr-and-paul-schaefer-collections,9
junior-league-buffalo,9
liberty-high-school-library,9
lincoln-auditorium-central-high-school-programs-collection,9
marty-himes-racing-collection,9
mmscl-maps,9
new-city-library-image-collection,9
new-paltz-town-records,9
nyh_topic/military-war?page=1,9
ogdensburg-public-library,9
old-main-suny-oneonta,9
oneida-county-anti-slavery-petitions,9
pauline-nuzzolezze-staiano-photo-album,9
pictorial-history-sonnenberg,9
port-jefferson-postcards,9
potsdam-fire-department,9
potsdam-normal-school-collection,9
rushton-collection,9
sacandaga-park-ny-postcard-collection,9
seneca-falls-historical-society,9
truman-e-pomeroy-family-photographs,9
tupper-lake-public-library-photograph-collection,9
utica-church-and-synagogue-collection,9
vincent-astor-collection,9
watervliet-public-library,9
ws-teator-glass-plate-negative-collection,9
adirondack-architectural-heritage,8
albany-city-and-county-war-council,8
alfred-university-herrick-library,8
alfred-university-new-york-state-college-ceramics,8
barge-canal-construction-middle-division,8
big-flats-and-chemung-county-historical-collection,8
buffalo-olmsted-parks-postcards-stereo-views,8
catskill-public-library-digital-collection,8
clarkson-family-history-collection,8
collection_type/yearbooks?page=7,8
collection_type/yearbooks/field_alpha_sort/M,8
corning-community-college-yearbooks-collection,8
corning-museum-glass-juliette-k-and-leonard-s-rakow-research-library,8
east-hampton-library,8
ellenville-postcard-collection,8
erie-canal-photograph-collection,8
field_alpha_sort/B?page=8,8
field_alpha_sort/C?page=14,8
field_alpha_sort/C?page=17,8
field_alpha_sort/C?page=8,8
field_alpha_sort/M?page=1,8
field_alpha_sort/M?page=2,8
field_alpha_sort/M?page=3,8
field_alpha_sort/M?page=4,8
field_alpha_sort/M?page=5,8
field_alpha_sort/M?page=9,8
field_alpha_sort/S?page=9,8
field_alpha_sort/U,8
field_alpha_sort/W?page=1,8
field_alpha_sort/W?page=2,8
field_alpha_sort/W?page=4,8
glen-cove-library,8
great-steamboat-race-letters,8
half-hollow-hills-community-library,8
heermance-memorial-library-digital-collection,8
highland-hospital-school-nursing-scrapbooks,8
historic-postcards-sardinia-ny,8
huntington-archives,8
jefferson-community-college-jefferson-community-college-library,8
jewish-buffalo-image-collection,8
kingston-ibm-years,8
l-jameson-glass-plate-negative-collection,8
marlboro-ny-history-collection,8
minutes-network-religious-communities-nrc-and-predecessor-organizations,8
nccc-annual-reports,8
new-york-state-veteran-oral-history-collection,8
newburgh-free-library-historic-images-and-documents,8
nyh_topic/arts-entertainment,8
phillip-trypuc-collection,8
radical-abolitionist,8
reflections-yearbook-collection,8
religious-albany-new-york,8
rensselaer-county-historical-society-edgar-holloway-collection-watercolors-and-prints,8
rhinebeck-historical-society,8
scarsdale-photographs-and-slides,8
skaneateles-photograph-collection,8
state-university-new-york-canton-southworth-library,8
thousand-islands-museum,8
town-ballston-digital-collection,8
town-halfmoon-historians-collection,8
ulster-county-fair-collection,8
vassar-brothers-hospital-school-nursing,8
village-new-york-mcgraw-history,8
washingtonville-historic-postcard-collection,8
western-new-york-genealogical-society,8
albany-institute-history-and-art-library-digital-images,7
american-pomeroy-historic-genealogical-association,7
appellate-division-fourth-department-law-library,7
atlas-hudson-river-valley-new-york-city-troy,7
bard-class-photos,7
books-and-articles-collection,7
canastota-schools-collection,7
clark-rice-photography-collection,7
collection_type/yearbooks?page=6,7
collection_type/yearbooks?page=8,7
collection_type/yearbooks?page=9,7
collection_type/yearbooks/field_alpha_sort/L,7
college-saint-rose-archives-yearbook-collection,7
crane-school-music,7
dutcher-family-collection,7
erma-dewitt-photographs,7
field_alpha_sort/B?page=2,7
field_alpha_sort/B?page=7,7
field_alpha_sort/F,7
field_alpha_sort/L?page=5,7
field_alpha_sort/L?page=6,7
field_alpha_sort/S?page=5,7
field_alpha_sort/T,7
field_alpha_sort/W?page=3,7
gayer-collection,7
golden-hill-school-collection,7
grove-sheldon-gilbert-portraits,7
guilderland-photographs,7
hartwick-college-records-hartwick-college,7
historic-ithaca,7
historic-paintings-james-prendergast-library,7
history-village-lakewood,7
hofstra-university-hofstra-university-library,7
huntington-deeds,7
ken-spooner-collection,7
lake-placid-public-library-photograph-archive,7
little-falls-public-library,7
locust-valley-library,7
long-island-historic-postcard-collection,7
mabel-addis-oral-history-collection,7
mmscl-books-and-documents,7
new-rochelle-oral-history-collection,7
new-york-central-stations-buffalo-ny-scrapbook,7
nioga-library-system-lewiston-public-library,7
nyh_topic/business-industry?page=1,7
platt-benson-oakley-photograph-collection,7
port-washington-maritime-collection,7
pouring-200-inch-disk-corning-glass-works,7
pre-shenendehowa-schools-collection,7
public-square-collection,7
raquette-river-dams-oral-history-project,7
red-hook-postcards,7
reid-gallery-prominent-citizens-rome-new-york,7
robert-joki-stereoscopic-collection-saratoga-springs-ny,7
rochester-area-cemetery-records,7
rochester-area-church-records,7
rochester-genealogical-society,7
scarsdale-documents-collection,7
scrimshaw-baleen-objects,7
smith-and-telfer-photographic-collection,7
sports-st-stephens,7
suny-new-paltz-college-history-collection,7
syracuse-polish-home-polish-heritage-library,7
walworth-historical-society,7
wells-college-louis-jefferson-long-library,7
westbury-memorial-public-library,7
yama-farms-collection,7
arthur-b-gregg-collection,6
baker-cederberg-museum-and-archives-collection,6
bayport-fire-department,6
bethpage-public-library,6
buffalo-olmsted-parks-conservancy,6
butler-family-papers,6
charles-rand-penney-trail,6
chatham-public-library,6
collection_type/yearbooks/field_alpha_sort/S,6
college-saint-rose-archives-map-collection,6
colonial-manuscripts,6
community-library-dewitt-jamesville,6
conglomerate-class-photos,6
crawford-collection,6
daredevils-niagara-photos-writing-orrin-e-dunlap-collection,6
deruyter-town-history-postcard-collection,6
dowling-college-dowling-college-library,6
dowling-college-postcard-collection,6
dudley-observatory,6
edith-b-ford-memorial-library,6
edmund-blunt-topographic-map-collection,6
emancipator,6
field_alpha_sort/A?page=1,6
field_alpha_sort/B?page=11,6
field_alpha_sort/B?page=5,6
field_alpha_sort/E?page=2,6
field_alpha_sort/G?page=3,6
field_alpha_sort/H?page=7,6
field_alpha_sort/K?page=1,6
field_alpha_sort/M?page=8,6
field_alpha_sort/P?page=1,6
field_alpha_sort/S?page=10,6
field_alpha_sort/S?page=2,6
flood-1972-genesee-river-letchworth-state-park,6
george-bernard-shaw-memorabilia-hartwick-college,6
golden-age-st-lawrence,6
guilderland-historical-society-collection,6
henry-uihlein-scrapbook,6
hiram-s-wilson-civil-war-letters,6
irvington-public-library,6
ithaca-college-history-project,6
jericho-historical-collection,6
jericho-public-library,6
keene-historic-photographs,6
keuka-college-lightner-library,6
kingston-new-york-world-war-i,6
la-bella-america-old-country-north-country,6
lake-placid-public-library,6
lisbon-central-school-yearbooks?fbclid=IwAR3ae-sosgmgq79x2citi3xhamXiMRT0Whb_6TTdXfhil7cMggyV-yZll4Y,6
main-street-businesses-middleburgh-new-york,6
maria-college-mariale-literary-magazine,6
mmscl-local-history,6
mmscl-vertical-files,6
new-city-library-oral-history-collection,6
niagara-university,6
nyack-high-school-yearbooks,6
nyh_topic/agriculture?page=1,6
nyh_topic/agriculture?page=2,6
onondaga-community-college-coulter-library,6
proceedings-commissioners-land-office-new-york-state,6
reher-center-immigrant-culture-and-history,6
sally-ploof-hunter-memorial-library,6
sanborn-map,6
saugerties-ny-history-collection,6
six-nations-territory-collection,6
skaneateles-lake-collection,6
somers-wright-reis-collection,6
sonneberg-gardens-and-mansion-state-historic-park,6
sports-and-recreation-schenectady-new-york,6
suny-adirondack-community-college-library,6
syracuse-university-college-law-law-library,6
tappan-ny-history-collection,6
time_period/1940,6
tromptown-historical-society,6
troy-public-library,6
tuxedo-park-national-register-historic-places-inventory,6
ulster-county-gazette-collection,6
urban-renewal-albany-new-york,6
vassar-college-archives-special-collections-library,6
wayne-tucker-postcard-collection,6
west-monroe-historical-society,6
abby-and-will-csaplar-lake-george-collection,5
albany-institute-history-and-art,5
albany-law-school,5
bard-family-papers,5
barge-canal-construction-western-division,5
bayles-pamphlets,5
best-threads-fashions-warwick-new-york-circa-1900,5
boy-scouts-america-troop-73-voorheesville-new-york-collection,5
camp-upton-postcards,5
cary-institute-ecosystem-studies,5
central-new-york-library-resources-council,5
chautauqua-cattaraugus-library-system-olean-public-library,5
childwold-photograph-collection,5
clarkson-ice-carnival-programs,5
clarkson-university-postcards-collection,5
clrc-archives,5
collection_type/photographs,5
collection_type/yearbooks/field_alpha_sort/O,5
commencement,5
cranberry-lake-yearbooks,5
delaware-county-historical-association,5
ecumenical-wind-buffalo-history-local-council-churches-buffalo-new-york-1857-1977,5
ellis-hospital-collection?fbclid=IwAR0Wf4NPnO0pgH84hENfxEQNQCmP0t4BTBwbMkTyRAEgfrKYfrr5TEIxg-g,5
elmira-college-gannett-tripp-library,5
endicott-area-newspapers,5
field_alpha_sort/B?page=6,5
field_alpha_sort/C?page=13,5
field_alpha_sort/C?page=18,5
field_alpha_sort/E?page=4,5
field_alpha_sort/G?page=1,5
field_alpha_sort/G?page=2,5
field_alpha_sort/G?page=7,5
field_alpha_sort/H?page=8,5
field_alpha_sort/K?page=2,5
field_alpha_sort/L?page=4,5
field_alpha_sort/M?page=12,5
field_alpha_sort/M?page=13,5
field_alpha_sort/O?page=1,5
field_alpha_sort/O?page=5,5
field_alpha_sort/P?page=2,5
field_alpha_sort/P?page=3,5
field_alpha_sort/P?page=7,5
field_alpha_sort/P?page=8,5
field_alpha_sort/S?page=12,5
field_alpha_sort/S?page=14,5
field_alpha_sort/S?page=7,5
field_alpha_sort/S?page=8,5
field_alpha_sort/T?page=4,5
field_alpha_sort/V?page=3,5
field_alpha_sort/W?page=5,5
field_alpha_sort/W?page=6,5
fletcher-steele-collection,5
folk-art-and-artist-collection,5
forsyth-family-collection,5
gene-horton-collection,5
genesee-valley-hunt,5
genesee-valley-town-and-country-collection,5
geneva-public-library-digital-collection,5
george-w-fenner-world-war-i-photographs-syracuse-ny-1918,5
historic-postcards-new-rochelle,5
historic-postcards-ulster-county,5
huntingtontown-clerks-archives&from=,5
ilions-era-progression-and-improvement,5
john-burroughs-postcard-collection,5
katherine-deyo-cookingham-downer-collection,5
lewis-h-brown-collection,5
library-association-rockland-county-nanuet-public-library,5
maris-b-pierce-papers,5
marlboro-free-library,5
mendon-public-library,5
miner-institute,5
montauk-land-use-and-development,5
