"Council","InstitutionID","InstitutionName","Path","Pageviews"
"Central New York Library Resources Council","CLRC008","CNY Chapter National Railway Historical Society","cny-chapter-national-railway-historical-society",49
"Central New York Library Resources Council","CLRC009","Crouse Health - Medical Library","crouse-health-medical-library",8
"Central New York Library Resources Council","CLRC010","Community Library of DeWitt & Jamesville","community-library-dewitt-jamesville",8
"Central New York Library Resources Council","CLRC011","Dunham Public Library","dunham-public-library",8
"Central New York Library Resources Council","CLRC012","Earlville Free Library","earlville-free-library",6
"Central New York Library Resources Council","CLRC013","Erie Canal Museum","erie-canal-museum",53
"Central New York Library Resources Council","CLRC014","Erieville-Nelson Heritage Society","erieville-nelson-heritage-society",22
"Central New York Library Resources Council","CLRC015","Fayetteville Free Library","fayetteville-free-library",14
"Central New York Library Resources Council","CLRC016","Hamilton Public Library","hamilton-public-library",2
"Central New York Library Resources Council","CLRC017","Holland Patent Free Library","holland-patent-free-library",6
"Central New York Library Resources Council","CLRC018","Holy Trinity Seminary","holy-trinity-seminary",2
"Central New York Library Resources Council","CLRC019","Jervis Public Library","jervis-public-library",6
"Central New York Library Resources Council","CLRC020","Little Falls Public Library","little-falls-public-library",8
"Central New York Library Resources Council","CLRC021","Liverpool Public Library","liverpool-public-library",28
"Central New York Library Resources Council","CLRC022","Manlius Library","manlius-library",23
"Central New York Library Resources Council","CLRC023","Onondaga County Public Library - Mundy Branch Library","onondaga-county-public-library-mundy-branch-library",3
"Central New York Library Resources Council","CLRC024","New Hartford Public Library","new-hartford-public-library",4
"Central New York Library Resources Council","CLRC025","Onondaga County Public Library - Central Library","onondaga-county-public-library-central-library",66
"Central New York Library Resources Council","CLRC026","Oneida Public Library","oneida-public-library",16
"Central New York Library Resources Council","CLRC027","Onondaga Community College - Coulter Library","onondaga-community-college-coulter-library",17
"Central New York Library Resources Council","CLRC028","Oriskany Village Museum","oriskany-village-museum",10
"Central New York Library Resources Council","CLRC029","Remsen Steuben Historical Society","remsen-steuben-historical-society",15
"Central New York Library Resources Council","CLRC030","Salina Free Library","salina-free-library",12
"Central New York Library Resources Council","CLRC031","Skaneateles Historical Society","skaneateles-historical-society",9
"Central New York Library Resources Council","CLRC032","Skaneateles Library Association","skaneateles-library-association",2
"Central New York Library Resources Council","CLRC033","Solvay-Geddes Historical Society","solvay-geddes-historical-society",17
"Central New York Library Resources Council","CLRC034","SUNY College of Environmental Science and Forestry - Moon Library","suny-college-environmental-science-and-forestry-moon-library",15
"Central New York Library Resources Council","CLRC035","SUNY Upstate Medical University - Health Sciences Library","suny-upstate-medical-university-health-sciences-library",48
"Central New York Library Resources Council","CLRC036","Syracuse Polish Home - Polish Heritage Library","syracuse-polish-home-polish-heritage-library",0
"Central New York Library Resources Council","CLRC037","Syracuse University College of Law - Law Library","syracuse-university-college-law-law-library",9
"Central New York Library Resources Council","CLRC038","Tromptown Historical Society","tromptown-historical-society",6
"Central New York Library Resources Council","CLRC039","Utica College - Center for Historical Research","utica-college-center-historical-research",5
"Central New York Library Resources Council","CLRC040","Utica Public Library","utica-public-library",19
"Central New York Library Resources Council","CLRC041","Utica School of Commerce","utica-school-commerce",2
"Central New York Library Resources Council","CLRC042","Waterville Public Library","waterville-public-library",3
"Central New York Library Resources Council","CLRC043","Wisdom Thinkers Network","wisdom-thinkers-network",2
"Central New York Library Resources Council","CLRC044","Ilion Free Public Library","ilion-free-public-library",212
"Central New York Library Resources Council","CLRC045","New Woodstock Free Library","new-woodstock-free-library",4
"Central New York Library Resources Council","CLRC046","Episcopal Diocese of Central New York","episcopal-diocese-central-new-york",1
"Central New York Library Resources Council","CLRC047","SUNY Polytechnic Institute - Cayan Library","suny-polytechnic-institute-cayan-library",0
"Central New York Library Resources Council","CLRC048","Sculpture Space","sculpture-space",0
"Central New York Library Resources Council","CLRC049","Kirkland Town Library","kirkland-town-library",5
"Capital District Library Council","CDLC001","Albany College of Pharmacy and Health Sciences - Paul Byrnes '34 Archives","albany-college-pharmacy-and-health-sciences-paul-byrnes-34-archives",14
"Capital District Library Council","CDLC002","Albany Institute of History and Art","albany-institute-history-and-art",4
"Capital District Library Council","CDLC003","Albany Law School","albany-law-school",4
"Capital District Library Council","CDLC004","Albany Public Library","albany-public-library",21
"Capital District Library Council","CDLC005","Altamont Free Library","altamont-free-library",2
"Capital District Library Council","CDLC006","Bethlehem Public Library","bethlehem-public-library",21
"Capital District Library Council","CDLC007","Capital District Library Council","capital-district-library-council",4
"Capital District Library Council","CDLC008","Clifton Park-Halfmoon Public Library","clifton-park-halfmoon-public-library",45
"Capital District Library Council","CDLC009","The College of Saint Rose - Neil Hellman Library","college-saint-rose-neil-hellman-library",11
"Capital District Library Council","CDLC010","Crandall Public Library","crandall-public-library",20
"Capital District Library Council","CDLC011","Dudley Observatory","dudley-observatory",16
"Capital District Library Council","CDLC012","Fort Plain Free Library","fort-plain-free-library",3
"Capital District Library Council","CDLC013","Fulton-Montgomery Community College","fulton-montgomery-community-college",10
"Capital District Library Council","CDLC014","Galway Public Library","galway-public-library",3
"Capital District Library Council","CDLC015","Gloversville Public Library","gloversville-public-library",10
"Capital District Library Council","CDLC016","Greenwich Free Library","greenwich-free-library",4
"Capital District Library Council","CDLC017","Guilderland Public Library","guilderland-public-library",42
"Capital District Library Council","CDLC018","Hudson Valley Community College","hudson-valley-community-college",11
"Capital District Library Council","CDLC019","Maria College","maria-college",42
"Capital District Library Council","CDLC020","Mechanicville District Public Library","mechanicville-district-public-library",2
"Capital District Library Council","CDLC021","Middleburgh Library","middleburgh-library",4
"Capital District Library Council","CDLC022","miSci - Museum of Innovation and Science","misci-museum-innovation-and-science",58
"Capital District Library Council","CDLC023","Nassau Free Library","nassau-free-library",1
"Capital District Library Council","CDLC024","New York State Military Museum and Veterans Research Center","new-york-state-military-museum-and-veterans-research-center",57
"Capital District Library Council","CDLC025","Northville Public Library","northville-public-library",2
"Capital District Library Council","CDLC026","Rensselaer County Historical Society","rensselaer-county-historical-society",69
"Capital District Library Council","CDLC027","Rudolf Steiner Library of the Anthroposophical Society in America","rudolf-steiner-library-anthroposophical-society-america",11
"Capital District Library Council","CDLC028","The Sage Colleges","sage-colleges",5
"Capital District Library Council","CDLC029","Saratoga Springs Public Library","saratoga-springs-public-library",32
"Capital District Library Council","CDLC030","Schenectady County Community College","schenectady-county-community-college",0
"Capital District Library Council","CDLC031","Schenectady County Historical Society","schenectady-county-historical-society",101
"Capital District Library Council","CDLC032","Steinmetz Digital Collection of Schenectady","steinmetz-digital-collection-schenectady",8
"Capital District Library Council","CDLC033","Schuylerville Public Library","schuylerville-public-library",0
"Capital District Library Council","CDLC034","Siena College","siena-college",21
"Capital District Library Council","CDLC036","Town of Ballston Community Library","town-ballston-community-library",0
"Capital District Library Council","CDLC037","Union College","union-college",36
"Capital District Library Council","CDLC038","University at Albany, SUNY - Science Library","university-albany-suny-science-library",5
"Capital District Library Council","CDLC039","Voorheesville Public Library","voorheesville-public-library",7
"Capital District Library Council","CDLC040","Watervliet Public Library","watervliet-public-library",12
"Capital District Library Council","CDLC041","William K. Sanford Town Library","william-k-sanford-town-library",21
"Capital District Library Council","CDLC042","SUNY Adirondack Community College Library","suny-adirondack-community-college-library",12
"Capital District Library Council","CDLC043","Albany County Historical Association at Ten Broeck Mansion","albany-county-historical-association-ten-broeck-mansion",21
"Capital District Library Council","CDLC044","Troy Public Library","troy-public-library",3
"Capital District Library Council","CDLC045","Historical Society of the Town of Chester","historical-society-town-chester",5
"Western New York Library Resources Council","WNYLRC001","Buffalo and Erie County Public Library","buffalo-and-erie-county-public-library",174
"Western New York Library Resources Council","WNYLRC003","Buffalo History Museum","buffalo-history-museum",55
"Western New York Library Resources Council","WNYLRC005","Buffalo Museum of Science","buffalo-museum-science",14
"Western New York Library Resources Council","WNYLRC006","Buffalo Niagara Heritage Village","buffalo-niagara-heritage-village",7
"Western New York Library Resources Council","WNYLRC007","Buffalo Olmsted Parks Conservancy","buffalo-olmsted-parks-conservancy",1
"Western New York Library Resources Council","WNYLRC008","Canisius College - Andrew L. Bouwhuis Library","canisius-college-andrew-l-bouwhuis-library",9
"Western New York Library Resources Council","WNYLRC009","Herschell Carrousel Factory Museum","herschell-carrousel-factory-museum",3
"Western New York Library Resources Council","WNYLRC010","Center for Inquiry - Center for Inquiry Libraries","center-inquiry-center-inquiry-libraries",9
"Western New York Library Resources Council","WNYLRC015","Chautauqua-Cattaraugus Library System - James Prendergast Library","chautauqua-cattaraugus-library-system-james-prendergast-library",22
"Western New York Library Resources Council","WNYLRC016","Chautauqua-Cattaraugus Library System - Lakewood Memorial Library","chautauqua-cattaraugus-library-system-lakewood-memorial-library",2
"Western New York Library Resources Council","WNYLRC017","Chautauqua-Cattaraugus Library System - Olean Public Library","chautauqua-cattaraugus-library-system-olean-public-library",25
"Western New York Library Resources Council","WNYLRC019","Chautauqua County Historical Society","chautauqua-county-historical-society",27
"Western New York Library Resources Council","WNYLRC020","D'Youville College - Montante Family Library","dyouville-college-montante-family-library",0
"Western New York Library Resources Council","WNYLRC021","SUNY Erie Community College (SUNY Erie)","suny-erie-community-college-suny-erie",0
"Western New York Library Resources Council","WNYLRC022","Genesee Community College - Alfred C. O'Connell Library","genesee-community-college-alfred-c-oconnell-library",3
"Western New York Library Resources Council","WNYLRC023","Hilbert College - McGrath Library","hilbert-college-mcgrath-library",4
"Western New York Library Resources Council","WNYLRC025","Niagara County Historical Society","niagara-county-historical-society",22
"Western New York Library Resources Council","WNYLRC026","Niagara University","niagara-university",4
"Western New York Library Resources Council","WNYLRC027","Nioga Library System - Lewiston Public Library","nioga-library-system-lewiston-public-library",7
"Western New York Library Resources Council","WNYLRC029","Nioga Library System - Lockport Public Library","nioga-library-system-lockport-public-library",23
"Western New York Library Resources Council","WNYLRC030","Nioga Library System - Niagara Falls Public Library","nioga-library-system-niagara-falls-public-library",28
"Western New York Library Resources Council","WNYLRC031","Sardinia Historical Society","sardinia-historical-society",3
"Western New York Library Resources Council","WNYLRC032","SUNY Buffalo State - Butler Library","suny-buffalo-state-butler-library",0
"Western New York Library Resources Council","WNYLRC033","SUNY at Fredonia - Daniel A. Reed Library","suny-fredonia-daniel-reed-library",84
"Western New York Library Resources Council","WNYLRC034","University at Buffalo Libraries  - Digital Collections","university-buffalo-libraries-digital-collections",14
"Western New York Library Resources Council","WNYLRC037","Western New York Genealogical Society","western-new-york-genealogical-society",3
"Western New York Library Resources Council","WNYLRC038","Western New York Library Resources Council","western-new-york-library-resources-council",14
"Western New York Library Resources Council","WNYLRC040","Theodore Roosevelt Inaugural Site Foundation","theodore-roosevelt-inaugural-site-foundation",3
"Western New York Library Resources Council","WNYLRC041","Niagara University - Castellani Art Museum","niagara-university-castellani-art-museum",0
"Western New York Library Resources Council","WNYLRC042","Forest Lawn Cemetery - Margaret L. Wendt Archive and Resource Center","forest-lawn-cemetery-margaret-l-wendt-archive-and-resource-center",5
"Western New York Library Resources Council","WNYLRC043","Niagara County Community College - Henrietta G. Lewis Library","niagara-county-community-college-henrietta-g-lewis-library",17
"Western New York Library Resources Council","WNYLRC044","Chautauqua-Cattaraugus Library System","chautauqua-cattaraugus-library-system",5
"Western New York Library Resources Council","WNYLRC045","Buffalo Public School Library System","buffalo-public-school-library-system",3
"Western New York Library Resources Council","WNYLRC046","Museum of disABILITY History – A Project Of  People Inc.","museum-disability-history-%E2%80%93-project-people-inc",0
"Western New York Library Resources Council","WNYLRC047","Nioga Library System","nioga-library-system",11
"Western New York Library Resources Council","WNYLRC048","Daemen College - Daemen College Library","daemen-college-daemen-college-library",0
"Western New York Library Resources Council","WNYLRC049","Buffalo Broadcasters Association","buffalo-broadcasters-association",29
"Western New York Library Resources Council","WNYLRC050","Network of Religious Communities","network-religious-communities",31
"South Central Regional Library Council","SCLRC001","Alfred University - Herrick Library","alfred-university-herrick-library",20
"South Central Regional Library Council","SCLRC002","Binghamton University - Binghamton University Libraries","binghamton-university-binghamton-university-libraries",10
"South Central Regional Library Council","SCLRC003","Broome County Public Library","broome-county-public-library",1
"South Central Regional Library Council","SCLRC005","Corning Community College - Arthur A. Houghton, Jr. Library","corning-community-college-arthur-houghton-jr-library",2
"South Central Regional Library Council","SCLRC006","Cortland County Historical Society","cortland-county-historical-society",28
"South Central Regional Library Council","SCLRC007","Delaware County Historical Association","delaware-county-historical-association",3
"South Central Regional Library Council","SCLRC008","Elmira College - Gannett-Tripp Library","elmira-college-gannett-tripp-library",1
"South Central Regional Library Council","SCLRC009","George F Johnson Memorial Library","george-f-johnson-memorial-library",12
"South Central Regional Library Council","SCLRC010","Greater Oneonta Historical Society","greater-oneonta-historical-society",2
"South Central Regional Library Council","SCLRC011","Hartwick College - Stevens-German Library","hartwick-college-stevens-german-library",5
"South Central Regional Library Council","SCLRC012","History Center in Tompkins County","history-center-tompkins-county",7
"South Central Regional Library Council","SCLRC013","Huntington Memorial Library","huntington-memorial-library",26
"South Central Regional Library Council","SCLRC014","Hyde Hall","hyde-hall",0
"South Central Regional Library Council","SCLRC015","International Motor Racing Research Center","international-motor-racing-research-center",0
"South Central Regional Library Council","SCLRC016","Ithaca College Library","ithaca-college-library",26
"South Central Regional Library Council","SCLRC017","Keuka College - Lightner Library","keuka-college-lightner-library",7
"South Central Regional Library Council","SCLRC018","McGraw Historical Society","mcgraw-historical-society",9
"South Central Regional Library Council","SCLRC019","Alfred University - New York State College of Ceramics","alfred-university-new-york-state-college-ceramics",2
"South Central Regional Library Council","SCLRC020","Fenimore Art Museum","fenimore-art-museum",32
"South Central Regional Library Council","SCLRC021","New York Chiropractic College - New York Chiropractic College Museum","new-york-chiropractic-college-new-york-chiropractic-college-museum",7
"South Central Regional Library Council","SCLRC022","Oxford Memorial Library","oxford-memorial-library",0
"South Central Regional Library Council","SCLRC023","Corning Museum of Glass - Juliette K. and Leonard S. Rakow Research Library","corning-museum-glass-juliette-k-and-leonard-s-rakow-research-library",10
"South Central Regional Library Council","SCLRC024","Stamford Village Library","stamford-village-library",4
"South Central Regional Library Council","SCLRC025","Steele Memorial Library","steele-memorial-library",35
"South Central Regional Library Council","SCLRC026","State University of New York,Oneonta - James M. Milne Library","state-university-new-yorkoneonta-james-m-milne-library",11
"South Central Regional Library Council","SCLRC027","Wells College - Louis Jefferson Long Library","wells-college-louis-jefferson-long-library",5
"South Central Regional Library Council","SCRLC028","South Central Regional Library Council","south-central-regional-library-council",0
"South Central Regional Library Council","SCRLC029","Historic Ithaca","historic-ithaca",8
"South Central Regional Library Council","SCRLC030","Houghton College - Willard J. Houghton Library","houghton-college-willard-j-houghton-library",11
"South Central Regional Library Council","SCRLC031","Seneca Falls Historical Society","seneca-falls-historical-society",14
"South Central Regional Library Council","SCRLC032","Edith B. Ford Memorial Library","edith-b-ford-memorial-library",5
"South Central Regional Library Council","SCRLC033","Big Flats Historical Society and Museum","big-flats-historical-society-and-museum",14
"Southeastern New York Library Resources Council","SENYLRC001","Vassar College - Archives & Special Collections Library","vassar-college-archives-special-collections-library",5
"Southeastern New York Library Resources Council","SENYLRC002","Friends of Historic Kingston","friends-historic-kingston",24
"Southeastern New York Library Resources Council","SENYLRC003","Palisades Interstate Park Commission","palisades-interstate-park-commission",43
"Southeastern New York Library Resources Council","SENYLRC004","Historic Red Hook","historic-red-hook",67
"Southeastern New York Library Resources Council","SENYLRC005","Hudson River Maritime Museum","hudson-river-maritime-museum",30
"Southeastern New York Library Resources Council","SENYLRC006","Newburgh Free Library","newburgh-free-library",54
"Southeastern New York Library Resources Council","SENYLRC007","Hudson Area Library","hudson-area-library",23
"Southeastern New York Library Resources Council","SENYLRC008","Vassar Brothers Medical Center - Archives","vassar-brothers-medical-center-archives",17
"Southeastern New York Library Resources Council","SENYLRC009","Greenwood Lake Public Library","greenwood-lake-public-library",11
